id,category,source_zh,reference_ja
017,linguistics,你不用和我花马吊嘴的。清水下杂面，你吃我看。,あなた、なにもわたくしにそんな心にもないお上手をおっしゃることはありませんのよ。わたくしたちは『真水で煮こんだ雑麺---食べられるなら食べてみろ』ですわ。
018,linguistics,宝钗便顺着游廊来至房中，只见外间床上横三竖四，都是丫头们睡觉。,宝釵はそのまま廻廊づたいに部屋まできましたが、なんと外の間の寝台では、てんでに自堕落な恰好で侍女たちが揃って午睡のさいちゅう。
019,linguistics,田舍之家，虽童盐布帛，终能聚天伦之乐。,田舎の百姓家では、食事や衣服こそ粗末であっても、天倫の楽しみをまっとうすることができます。
020,linguistics,俗语说，朝廷还有三门子穷亲戚呢，何况你我。,ほら、ことわざにもいうとおり、『天子さまにも三軒は貧乏な親類』とか。おたがいの身ともなればなおさらのことですわ」
021,linguistics,乐极悲生，人非物换,『楽しみの絶頂で悲しみが生じ、人がくたばって物が換わる』
022,linguistics,假作真时真亦假，无为有处有还无,仮の真となる時真もまた仮無の有となる処有もまた無
023,linguistics,满纸荒唐言，一把辛酸泪！都云作者痴，谁解其中味？,でたらめの書と見えむも しみとおる辛きなみだぞ いわばいえ作者は痴よと たれか知るこの味わいを
024,linguistics,空空道人乃从头一看，原来就是无材补天，幻形入世，蒙茫茫大士，渺渺真人携入红尘，历尽离合悲欢炎凉世态的一段故事,茫茫大士と渺渺真人の手引きをえて浮世のただなかに連れてゆかれ、ひとわたり人の世の離合の哀歓を味わい、現金な娑婆の風にも吹かれるという見開記。
025,linguistics,彩绣辉煌,五色のぬいとりをした衣裳は目にもまばゆいばかり
026,linguistics,士隐大叫一声，定睛一看，只见烈日炎炎，芭蕉冉冉，梦中之事便忘了大半,士隠は一声「アッ」と声をあげ、瞳をこらして見ましたところ、目に入るものとては、かっかと照りつける真夏の日射しとゆらゆら揺らぐ芭蕉ばかり。夢でみたことははや半分かた忘れ去っています。
027,linguistics,花柳繁华地,花柳繁華の地
028,linguistics,一双丹凤三角眼，两弯柳叶吊梢眉。身量苗条，体格风骚，粉面含春威不露，丹唇未启笑先闻。,丹鳳を思わせる切れながの双の三角眼、柳の葉にも似た二筋の下がり眉。身のたけもすらりとして身体つきはあだっぼく、抜けるほど白い顔は春の暖かみを含んで険を見せず、赤い唇が開かぬうちから、まず笑い声が漏れそうな感じ……。
029,linguistics,天有不测风云，人有旦夕祸福,空に思わぬ雲かかり、人の禍福ぞあざなえる
030,linguistics,否极泰来，荣辱自古周而复始，岂人力能可常保的。,『否極まって泰来る』『栄枯盛衰はこの世のならい』というもの、どうして人の力などで永久に保ってゆけましょうか。
031,linguistics,谁知盘中餐，粒粒皆辛苦,人知るや盤に盛りたる飯一粒も汗の結晶
032,linguistics,孩子们已长的这么大了，没吃过猪肉，也看见过猪跑。,『味知らで駆ける豚見て育ち』（門前の小僧、習わぬ経を読む）
033,linguistics,众人都道:“有趣，有趣，真搜神夺巧之至。”,「これはおもしろい!まったく神業というものだ」と、一同ほとほと感心の態。
034,linguistics,诸人都道：“当日欧阳公《醉翁亭记》有云：‘有亭翼然’，就名‘翼然’。”,"一同は口を揃えて、
「そのむかし、欧陽公(宋の文人欧陽修のこと)の『酔翁亭記』に
は『亭ありて翼然たり』の句が見えますゆえ、これに取って『翼然』
(屋根が鳥の翼をひろげた形に広がった形容)と命名いたしてはいかがなもので"
035,linguistics,莫若‘有凤来仪’四字。,『有鳳来儀』 (瑞鳥の鳳凰が舞い降りる。『書経』益稷篇の句)の四字には及ぶまいかと存じます
036,linguistics,宝玉冷笑道:“村名若用‘杏花’二字则俗陋不堪了。又有古人诗云:‘柴门临水稻花香’，何不就用‘稻香村’的妙?”,宝玉は冷笑して、「村名に『杏花』の二字を使ったのでは、我慢のならぬ俗なものになってしまいます。古人の詩に『水際の柴折戸稲の花香ぐわしゅう（唐の許渾の七律「晚自朝台津至靠隠居郊園]詩の第四句「柴門臨水稲花香」）と見えることでもあり、ここはそのまま『稲香村』を用いるとした方が、おもしろいのではございませぬか」
037,linguistics,那宝玉是丈八的灯台，照见人家，照不见自家的只知嫌人家脏。,どだい肝臀の宝玉さまが、『丈八(一丈八尺)のお灯明台一他人は照らせても、わが身は照らせぬ(「灯台もと暗し」)』
038,linguistics,一时事毕，两个又海誓山盟，难分难舍。,やがてよきことし済ました両人は、かさねて海山に誓って契りをかため、離れがたい仲とはなりました。
039,linguistics,凤姐亦知贾母喜热闹，更喜谑笑科诨，便点了一出“刘二当衣”。,"そのあとで熙鳳に所望するよう命じますと、熙鳳も後室の賑
やかなのが好きなこと、とくに
骨稽な演し物が好きなことは呑み込んで
いますので、抜かりなく『劉二衣を質入れの段』の一幕にしるしをつけ"
040,linguistics,两个人共提着一桶水，一手撩着衣裳，趔趔趄趄，泼泼撒撒的。,"ふたりで一桶の湯をさげ、残った片手では衣裳の裾をからげ、よろよろと危っ
かしい足つきでピチャピチャ水をはねあげながらきますので、例の侍女見習はあわてて迎えに出て手を出します。"
041,linguistics,话说红玉心神恍惚，情思缠绵，忽朦胧睡去，遇见贾芸要拉他，却回身一跑，被门槛绊了一跤，吓醒过来，方知是梦。,さて、紅玉は精神がうっとりとしてきて、すっかり恋の情念の虜となってしまいましたが、急にうとうととしたかと思うと夢路についてい ました。
042,linguistics,佳人命薄,佳人の薄命
043,linguistics,贾母笑的搂着宝玉叫王夫人笑的用手指着凤姐儿，只说“心肝”,"宝玉は早くも後室の懐めがけてころがりこみ、その後室も笑いながら宝玉を抱きしめて、
「愛いやつ」
と叫びます。"
044,linguistics,睹物思人,物を見て人を偲ぶ
045,linguistics,我要日久变心，告诉人去的，天诛地灭。,このわたくしめが、もしや後日心変わりして、人に明かしたりいたそうものなら、天地の罰を受けて命を召されましょうとも······
046,linguistics,天下无难事，只怕有心人,天下に難事なし、ただ恐る有心の人を
047,linguistics,旁观者清,傍目八目
048,linguistics,擒贼先擒王,賊を生捕るには首領から
049,linguistics,倘或我只顾了小分，沽名钓誉，那时酒醉赌博，生出事来，我怎么见姨娘,万が一ここでわたしが自分の評判をよくすることにばかりかかっていて、あげくにみなが酒びたりで賭け事に凝り、なにか事を引き起こすような結果を招いたとしたら、どこに伯母さまに会わせる顔がありましょう。
050,linguistics,单丝不成线，独树不成林,生糸一本では糸には継れぬ、樹も一本では林になれぬ
051,linguistics,随乡入乡,郷に入っては郷に随え
052,linguistics,以毒攻毒，以火攻火,毒を制するに毒をもってし、火を消すに火をもってする法
053,linguistics,翩若惊鸿，婉若游龙,翩たるは驚鴻のごとく、婉なるは遊龍のごとき
054,linguistics,魂飞魄散,魂も身に添わず
055,linguistics,偷鸡摸狗,こそこそ女漁りをやらかして
056,linguistics,陈谷子烂芝麻的混捣熟,"古粟と腐れ胡麻を混ぜて搗きくだくような、愚にもつかぬお
しゃべりばかりいたすとは"
057,linguistics,死生有命，富贵在天,死生に命あり、富貴は天に在り
058,linguistics,多一事不如省一事,一事を増すは一事を省くにしかず
059,linguistics,秋霖震震，阴晴不定,秋の長雨はしとしとしとしと、降りみ降らずみの定めなさ。
060,linguistics,剖腹藏珠,お腹を剖いて珠蔵す
061,linguistics,天有不测风云，人有旦夕祸福,空に思わぬ雲かかり、人の禍福ぞあざなえる
062,linguistics,笨雀儿先飞,ぶきっちょ雀は先に飛ぶ
063,linguistics,当家人恶水缸,家事をみる者は汚水の缸
064,linguistics,自古说：“妻贤夫祸少，表壮不如里壮。”,昔から『妻賢ければ、夫禍少なし』とも『見かけの強さより芯の強さ』ともいう喩え。
065,linguistics,拼着一身剐，敢把皇帝拉下马,八つ裂きの刑に遭う身は、天子さまであろうと馬から引きずりおろす（窮鼠かえって猫を噛む）
066,linguistics,耗子尾上长疮——多少脓血儿,鼠のしっぽにできた瘡――なにほどの膿も出ぬ
067,linguistics,来是是非人，去是是非者,来たるは是非の人、去るは是非の者
068,linguistics,天网恢恢，疏而不漏,天網恢恢、疎にして漏らさず
069,linguistics,天道好还,天道は還ることを好む
070,linguistics,墙倒众人推,塀の倒れるをみなで押す
071,linguistics,一时比不得一时,一時は一時の比にあらず
072,linguistics,守如处女，脱如狡兔,守ること処女のごとく、脱るること狡兎のごとし
073,linguistics,物伤其类,物はその類を傷む
074,linguistics,唇竭齿亡,唇竭きて歯亡ぶ
075,linguistics,虎狼屯于阶陛，尚谈因果,虎狼階陛に屯せるに、なお因果を談ず
076,linguistics,没缝儿还要下蛆,裂け目のないところにまで蛆を生みつけ
077,linguistics,胳膊折在袖内,腕の折れたは袖にて隠す
078,linguistics,狗仗人势,主人の威を借る犬
079,linguistics,揉碎桃花红满地，玉山倾倒再难扶,桃花を揉砕して　くれない地に満ち、玉山の傾倒して　ふたたび扶け難し
080,linguistics,善恶生死，父子不能有所勖助,善悪生死は父子でさえ手の貸しようがない
081,linguistics,不作狠心人，难得自了汉,狠心の人とならざれば、自了の漢を得がたし
082,linguistics,事若求全何所乐,事もし全きを求めなば、なんの楽しむところぞや
083,linguistics,得陇望蜀,隴を得て蜀を望む
084,linguistics,物在人亡,物在れど人亡し
085,linguistics,茜纱窗下，我本无缘,茜紗窓下　我もと無縁なるを
086,linguistics,黄土垄中，卿何薄命,黄土壟中　卿なんぞ薄命なる
087,linguistics,一不作，二不休,毒を食らわば皿まで
088,linguistics,立竿见影,竿を立てて影を見る
089,linguistics,嫁出去的女儿泼出去的水,嫁にやった娘はまいて空けた水
090,linguistics,嫁鸡随鸡，嫁狗随狗,鶏に嫁しては鶏に随え、狗に嫁しては狗に随え
091,linguistics,放浪形骸之外,形骸の外に放浪す
092,linguistics,但凡家庭之事，不是东风压了西风，就是西风压了东风。,およそ家庭内の事というのは、『東風が西風を圧えるのでなければ、西風が東風を押える』ものですからね
093,linguistics,留得青山在，依旧有柴烧,諺にも 『青山あっての柴種（生命あっての物種）』 と申します。
094,linguistics,虎头上捉虱子,虎の頭の虱取り
095,linguistics,和尚无儿，孝子多着呢,法師に子はなくとも、孝子なら多い
096,linguistics,男大须婚，女大须嫁,男子長じなば娶るべく、女子長じなば嫁すべし
097,linguistics,知人知面不知心,顔に似ぬ心
098,linguistics,不是冤家不聚头,仇なりゃこそ寄りもする
099,linguistics,阎王叫你三更死，谁敢留人到五更。,三更（夜の十二時）限りと閻魔のお沙汰、五更（朝の四時）に延ばせりゃ世話はない
100,linguistics,新婚不如远别,貰いたてより旅帰り
101,material,王子腾那边，仍是一套衣服，一双鞋袜，一百寿桃，一百束上用银丝挂面；,王子騰のもとからは、例によって衣服一襲・靴下一足・寿桃（誕生祝いに送る小麦粉の桃）百個・宮中用素麵百束が届きます
102,material,这红玉也不梳洗，向镜中胡乱挽了一挽头发，洗了洗手，腰内束了一条汗巾子便来打扫房屋。,紅玉とておちおち身づくろいなどしてはおられず、そうそうに鏡に向かって髪をわがね、手を洗い、腰帯をしめるなり、部屋の掃除にやってきました。
103,material,黛玉喝了两口稀粥，仍歪在床上。,黛玉、三口三口重湯をすすると、もとのように寝台に横たわります。
104,material,一进门，只见两边翠竹夹路，土地下苍苔布满，中间羊肠一条石子漫的路。,門をはいったとっつきは、両側が緑の植え込みではさまれた路地になっていて、地面には苔が一面につき、そのあいだをくねくねと砂利道が走っています。
105,material,两边又有一副对联,両脇にはまた一組の対聯（合わせ文句）があります
106,material,麝月又捧过一小碟法制紫姜来，宝玉噙了一块。,麝月がこんどは精製した生姜を盛った小皿を持って出ますと、宝玉はその一きれを口にふくみました。
107,material,昨儿我开库房，看见大板箱里还有好些匹银红蝉翼纱也有各样折枝花样的，也有流云卍福花样的，也有百蝶穿花花样的，颜色又鲜，纱又轻软，我竟没见过这样的。,実は昨日、わたくしがお庫を開けましたとき、大のなかにまだそれは何足も銀紅色（紅梅色）の蟬翼紗がはいっているのを見かけました。いろいろな切り花模様のもございましたし、流雲卍福（万福）の模様のも、百蝶が花に群れた模様のもございましたが、色が鮮かなうえに、紗の地の軽くてしなやかなことと申したら、わたくし、これまでこんな手のは目にしたこともございません。
108,material,拢着头发，掩着怀，穿一件片锦边琵琶襟小紧身。,見れば髪を続きながらで、着物の前は合わせたきり紐も留めてなく、錦糸でへりを取った琵琶襟（大襟が服の下までゆかずに胸の前で合わせる形式の襟）の小さな襦袢を着用している
109,material,宝琴披着凫靥裘站在那里笑,鳧の毛の装をはおった宝琴がそこに立って笑っています。
110,material,有个赤金点翠的麒麟,翡翠の毛をはりつけた金無垢の麟麟がある
111,material,只见两边配殿，皆有匾额对联一时看不尽许多。,両脇の配殿には、みな額や聨がかかっていますが、おびただしい数でちょっとやそっとでは見尽くせないほど。
112,material,枣泥馅的山药糕,のつぶし餡入りの山薬の糕子（蒸し菓子）
113,material,金桂的母亲便依着宝蟾的所在取出匣子，只有几支银簪子,金桂の母親がさっそく宝蟾のいった場所から問題の小箱を取り出してみたところ、銀の簪が何本かはいっているだけでした。
114,material,明日乃是腊八，世上人都熬腊八粥,明日は臘八（旧暦十二月八日）ゆえ、世の人間どもはみな臘八粥（七宝粥）をたくとしたものだ。
115,material,一时回来，果然写了个五百两银子欠契来。,まもなく引き返してきましたが、なるほど銀五百両の借用証文をごしらえてきていました。
116,material,散押岁钱荷包金银锞；摆上合欢宴来，男东女西归坐，献屠苏酒、合欢汤、吉祥果、如意糕毕。,そこで押歳銭（大晦日に長上から子供に取らせるお年玉の金。穴あき銅銭百枚を赤紙で通してある）・中着・金銀の小粒などを分けて取らせます。また合歓宴の宴席を設けて、男は東の、女は西の席につき、屠蘇酒・合歓湯（スープ）・吉祥果（果物）・如意糕（蒸し菓子）を献じ終えました。
117,material,案上设着武则天当日镜室中设的宝镜。一边摆着飞燕立着舞过的金盘，盘内盛着安禄山掷过伤工太真乳的木瓜。上面设着寿昌公主于含章殿下卧的榻，悬的是同昌公主制的连珠帐。,卓上には、天武后（唐の女傑、高宗の皇后でのち周の国を建て女帝となった）がむかし化粧部屋に備えておいたという宝鏡が置かれ、片はしには飛燕（趙飛燕。前漢の成帝の后。妹の合徳と寵を争ったという）が上に立って舞ったという黄金の大皿がすえられ、そのなかには安禄山（前出）が投げつけて太真（楊貴妃一前出ーの道号）の乳房に傷を負わせたという木瓜が盛ってあり、上座には寿昌公主が含章殿（宮殿の名）の軒下で臥せったという長椅子がしつらえられ、そこにかかっているのは同昌公主手づくりの真珠を連ねた帳、といったぐあい。
118,material,另换了三四个衣帽周全十七八岁的小厮上来，复抬起轿子，众婆五步下围随，至一垂花门前落下。,するとこんどは別に三、四人、お仕着せ姿をした十七、八の若党が交替にきて、また輪をかきあげ、老女たちがその囲りをとりまくようにして徒歩でついてゆき、垂花門（正門をはいった中門、二の門。垂花のかざりがあるのでいう）まできて幅をおろしました。
119,material,两边是抄手游廊，当中是穿堂，当地放着一个紫檀架子的大理石的大插屏。,その両側は腕で抱えこんだ恰好の廻り廊下、中央は穿堂（通り抜けできる部屋）になっていて、床には紫檀の台つきの大理石の大扉がすえてあります
120,material,说着，一个上来解荷包，那一个解扇囊，不容分说，将宝玉所佩之物尽行解去。,そういって、なかのひとりが近づいて巾着をはずしにかかれば、別のひとりは扇子袋をはずしはじめるといったぐあいに、否応なしに宝玉の身につけた佩げものという佩げものを残らずむしり取ってしまいました
121,material,那疯跛道人听了拍掌笑道：“解得切，解得切！”士隐便说一声：“走罢！”将道人肩上搭连抢了过来背着。,道士の肩のふりわけの合切袋（まんなかに口がある）をひったくるようにして背負うと、そのまま家にももどらずじまい
122,material,忽见那边来了一个跛足道人，疯疯癫癫，麻屣鹑衣，口内念着几句言词道。,物狂いじみたなかになにやら飄々としたところもあり、麻靴に破れ衣というみすぼらしいいでたち。
123,material,至次日早有雨村遣人送了两封银子，四匹锦缎，答谢甄家娘子。,翌日になると、さっそく雨村から使いがあって、銀子二包と錦の緞子四疋をお礼として士隠の妻に届けてきます。
124,material,正面五间上房，皆是雕梁画栋。,正面五間の座敷はいずれも随分と凝った造りです。
125,material,头上戴着金丝八宝攒珠髻，绾着朝阳五凤挂珠钗；项下戴着赤金盘螭璎珞圈；裙边系着豆绿宫绦双鱼比目玫瑰珮；身上穿着缕金百蝶穿花大红洋缎窄裉袄，外罩五彩刻丝石青银鼠褂，下罩翡翠撒花洋绉裙。,頭には金糸でつないだとりどりの宝石に真珠を通した髪を結い、昇る朝日の勢いみせた鳳凰五羽に真珠をかけ連ねた簪をさし、首には螭をうずくまらせた瓔珞風の銅の首飾りを掛け、裙子のあたりには緑色の極上の組み紐でむすんだ一対の比目魚形の玫瑰の佩げものをさげ、身には花に群れる百蝶の図を金糸でぬいとった緋色の舶来毛襦子のほっそりした仕立ての長上衣を着け、上からは扁青色の地に五色の糸を織りこんで銀鼠の毛皮を裏につけた掛子をはおり、下には翡翠色の地に花模様をちらした洋物絹布の裙子をはきこんでいます。
126,material,枣泥馅的山药糕,棗のつぶし餡入りの山薬の糕子（蒸し菓子）
127,material,大轿两顶，小轿四顶，车四辆，共用大小络子若干根，用珠儿线若干斤。,大轎二挺、小轎四挺、車四台分。所要の大小かざり網、都合幾本。また所要の珠児の糸幾斤
128,material,话说宝玉举目见北静王水溶头上戴着洁白簪缨银翅王帽，穿着江牙海水五爪坐龙白蟒袍，系着碧玉红鞓带，面如美玉，目似明星，真好秀丽人物。,さて、宝玉が視線を上げて見た北静王水溶のいでたちはといえば、頭上には純白の簪纓に銀の翅をあしらった王帽をかむり、ぬいとりの人字と波形模様のうえに五爪の竜を躍らせた白の蟒袍(礼服)を着用、碧玉をちりばめた赤の帯(皮帯)をしめ、面は美玉のごとく、眼は明星にも似て、いかにも秀麗そのものの人物。
129,material,只见正门五间，上面桶瓦泥鳅脊;那门栏窗隔皆是细雕新鲜花样，并无朱粉涂饰;一色水磨群墙，下面白石台阶，凿成西番草花样;左右一望皆雪白粉墙，下面虎皮石随势砌去，果然不落富丽俗套。,一様に念入りに磨きこんだ煉瓦塀の下方には、白の石段に唐草模様が刻んでありますし、左右を見渡せば、雪にもまごう白しっくいの壁が一面に続き、その下側は大小の石を嵌めこんで虎の斑もどきに築いてあります。「ほう、これなら富麗の俗臭がないわい」と賈政は気に入りました。
130,material,行不多远，则见崇阁巍峨，层楼高起，面面琳宫合抱，迢迢复道萦纡，青松拂檐，玉栏绕砌，金辉兽面，彩焕螭头。,ひとつひとつの宮殿はたがいに抱きあった恰好で、はるかかなたまで複道はうねうねとつづき、青松は軒ばに触れあい、玉の欄干は石畳にめぐらされ、怪獣の面は黄金色に輝き、螭の頭は五色にきらめくというふう。
131,material,已见过这香囊，虽尚未完，却十分精巧，费了许多工夫。,宝玉はこれまでにこの香袋を目にしていて、未完成ながらなかなか手のこんだ細工で、ずいぶん手間ひまのかかっていることは承知していました。
132,material,又有值事太监捧着香珠、绣帕、漱盂、拂尘等类,そのあとからいよいよ八人の太監が、頂きからぬいとりの鳳まで金色燦然たる御輿をかいてしずしずと練つてきます。
133,material,当下宝玉穿着大红金蟒狐腋箭袖，外罩石青貂裘排穗褂。,そのとき宝玉は、緋色の地に金糸で蟒をぬいとり狐の脇のしたの毛皮を裏に打った筒袖を着用し、その上に総でふちどった石青色の貂の皮ごろもをひっかけていました。
134,material,只见他里头穿着一件半新的靠色三镶领袖秋香色盘金五彩绣龙窄褙小袖掩襟银鼠短袄，里面短短的一件水红妆缎狐欣褶子，腰里紧紧束着一条蝴蝶结子长穗五色宫绦，脚下也穿着鹿皮小靴，越显得蜂腰猿背，鹤势螂形。,"見れば彼女、その中には領と袖とに三色の縁どりを施し、秋香色の地に金糸と五色の糸とでもって竜をぬいとった、補がせまく袖が小さく、腋の下で鈕をかける式の、銀鼠の毛皮裏の短い中古上着を着て、その下にはごく短い水紅色の緞子に狐の腋毛皮を裏にした褶子(乗馬服)を着こみ、腰に蝶結びと長い総飾りとをつけた宮中製の五色の組紐をきっちりしめ、足には鹿皮製の華奢な長靴を
はいているとあって、これではどう見ても、腰つきは蜂のよう、背の曲げぐあいは猿を思わせ、さながら鶴か蠟螂かといったところです。"
135,material,只穿一件茄色哆罗呢狐皮袄子，罩一件海龙皮小小鹰膀褂，束了腰，披上玉针蓑，戴了金藤笠，登上沙棠屐，忙忙的往芦雪庵来。,そして茄子色の羅秒地に狐の毛皮を裏に打った長上着を一枚着ただけで、その上から海竜の毛皮を裏にして小鷹をあしらった肩掛けをはおり、腰のあたりを紐でしめ、玉針の蓑をつけ、金藤の笠をかむり、沙棠の木靴を突っかけると、いそぎ蘆雪庵へ出かけます。
136,material,你把那石头盆景儿和那架纱桌屏，还有个墨烟冻石鼎，这三样摆在这案上就够了。,あの石の盆景(玉や焼物などで花や木の形にこしらえ、鉢に配置した置物)とあの秒の卓屏、それと墨色のにじみのはいった凍石の鼎があったね。あの三点をこの机の上に並べたら、まず充分だろうよ。
137,material,只见妙玉亲自捧了一个海棠花式雕漆填金云龙献寿的小茶盘，里面放一个成窑五彩泥金小盖钟，奉与贾母。,当の妙玉、堆朱に雲龍「寿」字を献ずるの図を金蒔絵にした小さな海棠型の茶托を両手で捧げもち、なかには成花焼(明の成化年間一四六五一八七、景德鎮の官窯で焼いた磁器。珍重される)の、五色に金泥で絵つけをした小造りの蓋つき茶碗を載せ、これを後室に献じます。
138,material,黛玉换上掐金挖云红香羊皮小靴，罩了一件大红羽纱面白狐皮里的鹤氅，束一条青金闪绿双环四合如意绦，头上罩了雪帽。,宝玉はすぐさま黛玉をさそっていっしょに稲香村へゆくことにします。黛玉は雲型模様を透かせてへりを取り金糸でぬいとりをした赤い羊皮の華奢な長靴にはき替え、表が緋色の羽秒で白狐の毛皮を裏に打った鶴氅をはおったその上から、ぴかびか光る緑色をした二つの環と四合の如意とを飾りにつけた青金色の組紐をしめ、頭からすっぽり雪帽をかむりました。
139,material,这个菜里有毒，俺们那些都成了砒霜了,このご馳走に毒がはいっておるちゆうことになりますると、てまえどもの料理なんぞは、砒霜(砒素の化合物、毒物)の塊ってえことになっちまいますわい。
140,material,抬头忽见山上有镜面白石一块，正是迎面留题处。,ひょいと顔をあげて見ますと、山のいただきには鏡のように磨きあげた白い石がひとつ据えてあり、これこそは正面の命名場所。
141,material,看着老婆子丫头们扫那些落叶，并擦抹桌椅，预备茶酒器皿。,侍女たちを監督して落葉を掃かせたり、卓子·椅子のたぐいを拭かせたり、また茶事や酒盛りに使う器類を仕度させたりと大わらわです。
142,material,袭人看时，只见两个玻璃小瓶，却有三寸大小，上面螺丝银盖，鹅黄签上写着“木樨清露”，那一个写着“玫瑰清露”。,見れば二瓶ともに玻璃の小瓶で、三寸ほどの高さ、上にはねじこみになった銀の蓋がつき、鬱金色の貼札には「木樨清露」と記してあり、いま一つのには「玫瑰清露」と読まれます。
143,material,那一边设着斗大的一个汝窑花囊，插着满满的一囊水晶球的白菊。,向こう側には、一斗ほどもあろうという汝窯(宋代に栄えた汝州焼)の花囊(焼物の花瓶、まわりに孔がたくさんあって花を挿す)が置かれ、どの孔にも水晶のを思わせる白菊が挿しつらねてあります。
144,material,一时，进人榭中，只见栏杆外另放着两张竹案，一个上面设着杯箸酒具，一个上头设着茶茶盂各色茶具。那边有两三个丫头扇风炉煮茶,まもなく藕香榭のなかに足を踏み入れますと、そこには欄干の外側に別に竹製の机が二つ据えられていて、一つには杯·箸などの酒器が並べてあり、いま一つには茶笑 ·茶碗などとりどりの茶器が並べてあります。
145,material,六安茶,六安茶(安徽省霍山県一一昔、六安郡に属した一一産の銘茶)
146,material,老君眉,老君眉(湖南省洞庭湖の君山産の銘茶)
147,material,这是五年前我在玄墓蟠香寺住着，收的梅花上的雪，共得了那鬼脸青的花磁瓮一瓮，总舍不得吃，埋在地下。,この水は五年前、わたくしが玄墓山(江蘇省呉県の西南にある鄧尉山の俗称。東晋の郁泰玄が葬られたという)の蟠香寺で修行しておりましたころ、梅に積もった雪を集めまして、全部であの鬼臉青(暗青色の釉をかけた磁器)の花がめ一杯分だけたまりましたのを、なんとしても飲んでしまうのは惜しい気がして、土中に埋けておいたものなのでございます。
148,material,这包袱里是两匹绸子，年下做件衣裳穿。,こちらは繭袖が二本、襖にでも裙子にでも、なににでもなりましょう。
149,material,一时只见凤姐也披了斗篷走来,当の熙鳳も斗篷をはおって現われます
150,material,我为芦雪庵一大哭。,わたし、蘆雪庵のために大いに泣いてあげなくては……
151,material,里边游廊过去，便是惜春的卧房，门斗上有“暖香坞”三个字。,奥の廻廊を渡って進むと、そこが惜春の寝室になっていて、戸口の楣には「暖香塢」と記した三字が見えます。
152,material,只见宝琴背后转出一个披大红猩毡的人来。,宝琴の背後から猩々緋の羅紗の着物をはおった者が姿を現わしました。
153,material,凤姐看袭人头上戴着几枝金钗珠钏，倒华丽;又看身上穿着桃红百子刻丝银鼠袄子，葱绿盘金彩绣绵裙，外面穿着青缎灰鼠褂。,"熙鳳が襲人のなりやいかにとながめやりますと、頭は金や珠玉の響類で飾り立てていて、それがすこぶる花やかな感じの品揃い、さらに見ると、身には桃紅色の秒の表地に百もの斑紋を金糸で浮かせた、銀鼠の毛皮の裏つきの長上衣を
着こみ、葱緑色の木綿地に金糸や五色の糸でぬいとった裙子をはき、上から灰鼠の毛皮を裏に打った黒襦子の褂子をはおっています。"
154,material,又看包袱，只得一个弹墨花绫水红绸里的夹包袱，里面只包着两件半旧绵袄与皮褂。,さらに風呂敷はと見れば、黒の置き型模様の綾子に水紅色の紬の裏をつけた二重の風呂敷一枚で、着古した木綿の長上衣と毛皮の裏つきの褂子とをたった二枚包んであるだけ。
155,material,说着，跟了袭人出去，又吩咐小厮预备灯笼，遂坐车往花自芳家来。,"そう答え、襲人に付き添って出てゆくと、若党に提灯の支度をさ
せ、いよいよ車に乗って花自芳の宅へ出向きました。"
